ID,Tweet,Match,Polarity
1752,i elara ysabelle t diozo a st year bs psychology student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami   endclassesnowfeu nostudentleftbehind ,bs,NEGATIVE
1753,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
1754,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1755,amaraws lets make our voices be heard  i kyle timothy villon  a bfa  student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami   endclassesnowfeu nostudentleftbehind,,NEUTRAL
1756,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1757,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1758,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1759,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1760,he function of education is to teach one to think intensively and to think critically  intelligence plus character  that is the true goal of education   martin luther king jr   work from home   zoom online lectures   parul university  be here be vibrant ,intelligence work vibrant,POSITIVE
1761,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1762,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1763,he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek sirate e mustaqeem pakistan tsm and  political wing is tehreek labaik islam tli  wesalutedrjalali ,,NEUTRAL
1764,eccouncil attempt the cyber challenge and get an opportunity to win a partial scholarship to eccouncil university click here to part,win,POSITIVE
1765,i andrea nicole choa a first year bs accountancy student of the far eastern university stand firm that quality education must not be at the expense of students health and safety   feu pakinggan mo kami  endclassesnowfeu,bs,NEGATIVE
1766,freeiran dr hasan adeli the vice chancellor for education of qom university of medical sciences was just fired by the president o,vice,NEGATIVE
1767,stefanferrol every student who has helped make ppe for the nhs should be given free university education as a thank you or all those i,helped free thank,POSITIVE
1768,every student who has helped make ppe for the nhs should be given free university education as a thank you or all those in unis who have helped have their debt written off,helped free thank helped debt,POSITIVE
1769,guknights our final honoree today attack courtney young  while just completing her sophomore year courtney will be heading to duque,attack,NEGATIVE
1770,intogiving is sponsoring six of the venkattrust  girls through their university education all of them come from very poor homes a team from into giving joined sylvia john and me in kovalam on our january visit and made this fantastic film  ,poor fantastic,NEUTRAL
1771,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1772,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1773,axhasls i asha sales a ba political science student of the far eastern university stand firm that quality education must not be at,,NEUTRAL
1774,cbcnews school employees who help students who struggle with language and communication in the classroom say they were not expecting t,struggle,NEGATIVE
1775,happy birthday brandon on your special day from halifax novascotia in canada ,happy,POSITIVE
1776,cbcnb online teaching resources out of reach for many rural families  ,,NEUTRAL
1777,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1778,kattytiems i mikaela katrina o tiemsen a bacommunication arts student of the far eastern university stand firm that quality educa,,NEUTRAL
1779,intogiving  is sponsoring six of our girls through their university education all of them come from very poor homes a team from into giving joined sylvia john and lindsayswan  in kovalam on our january visit and made this fantastic film  ,poor fantastic,NEUTRAL
1780,cbcnb online teaching resources out of reach for many rural families  ,,NEUTRAL
1781,halifaxnews halifaxs graveyards are closed but there are other ways to navigate grief ,grief,NEGATIVE
1782,i kinsley sue ablog a bs medical technology student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami   endclassesnowfeu nostudentleftbehind,sue bs,NEGATIVE
